-3.716986175993096140e+02,-3.899730161350836397e+02,-4.372068431101762371e+02,-4.139846102631005920e+02,-4.032449931798288958e+02,-4.080941204923919372e+02,-4.170396135855469311e+02,-4.374304563592825161e+02,-4.268882809828529048e+02,-4.093091908452753955e+02,-4.170719656204068997e+02,-4.445334934753147422e+02,-4.426198080348083295e+02,-3.931993312152277440e+02,-3.677355712804646259e+02,-3.991166942998087279e+02,-4.298380285261919767e+02,-4.239653168197245918e+02,-4.247486041286114755e+02,-4.457393562540003131e+02,-4.405063740758052404e+02,-4.360084556680196215e+02,-4.576599899538523459e+02,-4.597441901810939839e+02,-4.602150252833361606e+02
2.415680186563876077e+02,2.410610473037896782e+02,2.063743335857326429e+02,2.143047988425864219e+02,2.166842598274378702e+02,2.038163123999181607e+02,1.952898560484634061e+02,1.936868907643793705e+02,2.055229813985382066e+02,2.251277084445008541e+02,2.212383731846403521e+02,2.055091887049541697e+02,2.065911634843509432e+02,2.135445740548840945e+02,2.105174275225988367e+02,1.940703953180980648e+02,1.862541618289191661e+02,1.853991243421316142e+02,1.980272766729418095e+02,1.996946055032520917e+02,2.172229635652711295e+02,2.220552922701099305e+02,2.049959997453611038e+02,2.025476946345446549e+02,1.902057683645507211e+02
-1.126476930082813226e+02,-1.119641318032985282e+02,-1.307989110599772573e+02,-1.492077730956722235e+02,-1.573142881681517338e+02,-1.607648369727285171e+02,-1.599946770487521235e+02,-1.506209164680230401e+02,-1.492384087997484130e+02,-1.416791409236180357e+02,-1.380059285503307365e+02,-1.242577701665528878e+02,-1.282314473684644156e+02,-1.668253126363891852e+02,-1.847432109018639608e+02,-1.717185260111863840e+02,-1.537006452112020725e+02,-1.523990798901929224e+02,-1.454527036783395033e+02,-1.258994481416100371e+02,-1.195499853491295710e+02,-1.208342746595278214e+02,-1.167977412549406182e+02,-1.121987690536483342e+02,-9.298145359305985380e+01
-4.861555515110089232e+01,-5.505157988792683454e+01,-1.032960226539177881e+02,-1.087554546479402688e+02,-1.082943205167770060e+02,-9.385693851349611805e+01,-8.691078687764010624e+01,-9.891795021694318280e+01,-1.092626841844453480e+02,-1.168208322653986642e+02,-1.142707964210779039e+02,-1.028184285958997748e+02,-1.073591509520802276e+02,-1.033635169218270988e+02,-8.719981812192324355e+01,-7.878622798095105395e+01,-8.175915695869139199e+01,-6.957935420759356759e+01,-8.724611482389732942e+01,-9.533085492804005412e+01,-1.199015742316306046e+02,-1.236855073895998487e+02,-1.129691074701427453e+02,-9.759761828046558207e+01,-7.050067081097839150e+01
3.579628668050503393e+01,2.622293623538122631e+01,-1.876521870836930361e+01,-7.677314791303355257e+00,-3.989281659024559445e+00,1.258349320874343702e+00,8.033803137465129751e+00,9.819938302403073749e+00,-2.701585542801178796e+00,-2.081326052587616360e+01,-1.843320826136363877e+01,-1.647374253108804609e+01,-1.126172067325391524e+01,-4.699170176680364186e+00,-1.137549929444563013e+00,2.812136071510126456e+00,-5.164361995698427688e-01,-2.546469789848007537e+00,-1.088673884336646935e+01,-1.834015253188195516e+01,-3.292836589964221616e+01,-2.941070153971043055e+01,-2.048251336051175642e+01,-3.923739803791502112e+00,6.694322751455812792e+00
-1.605508988559768824e+01,-2.500054335532112049e+01,-5.727395644310752232e+01,-5.174252030477060771e+01,-5.308803039193978179e+01,-5.427089214088162805e+01,-4.815391222914125535e+01,-3.808116452994420342e+01,-4.267427325807237537e+01,-5.390256766737911676e+01,-5.218931582400711733e+01,-5.056539039293024018e+01,-4.091117733964550496e+01,-5.008447870959859927e+01,-6.095208098560418364e+01,-6.108770188701176096e+01,-5.572542018174498679e+01,-6.545667623464569829e+01,-6.332821083439438326e+01,-5.739051380386644041e+01,-4.953777543615944978e+01,-4.519945504561465555e+01,-4.028692465773758613e+01,-2.918794807921757695e+01,-9.897604872720922486e+00
-9.599686805895267128e+00,-2.108912017617058154e+01,-5.213391126086834504e+01,-6.099863097057088623e+01,-6.524741076870768097e+01,-6.168480899146391039e+01,-5.730910169822268330e+01,-6.030940518003852446e+01,-5.593630282713265700e+01,-5.092025507511392135e+01,-5.323380015776101004e+01,-5.410196958165512626e+01,-5.597988931655014255e+01,-5.168844016192473845e+01,-5.238535027905410857e+01,-5.493540195278293936e+01,-5.169601813178711325e+01,-5.054964120026268404e+01,-4.832350105856173172e+01,-4.565635424011826160e+01,-3.882633408404027620e+01,-4.409780077780402507e+01,-4.705166883472568884e+01,-3.852836499316655505e+01,-2.427534197652385117e+01
-1.749614006335394123e+01,-1.272177702997220194e+01,-2.442831582803077595e+01,-3.343718823598553769e+01,-3.788019047408995021e+01,-3.964746282559390522e+01,-4.154472863108465219e+01,-3.630674643544827518e+01,-3.261333108402513403e+01,-2.415871566122605074e+01,-2.576986385997604856e+01,-2.753228933316398752e+01,-4.061636181801124224e+01,-4.163737264037408181e+01,-4.011284943868773212e+01,-3.408203575417529407e+01,-3.324934399752612535e+01,-3.199377265470277010e+01,-2.241774397236128991e+01,-1.611991227714207042e+01,-1.049150612923759951e+01,-1.778675438893605687e+01,-2.508838683422887783e+01,-1.801468347704590300e+01,-1.244891987227417296e+01
-2.012926758581186704e+01,-2.707770029414410118e+01,-3.867536711213507772e+01,-3.401930188023248292e+01,-3.467872030250121895e+01,-3.349551657868386201e+01,-3.727759056396503468e+01,-3.023381505395442304e+01,-3.137515099155776710e+01,-3.300165941934241687e+01,-3.134335829189013722e+01,-2.853289905864368592e+01,-3.816042669525550934e+01,-4.087793200102325386e+01,-3.319082928662021459e+01,-2.868974222193434542e+01,-3.586750512452945117e+01,-3.723581753005670691e+01,-3.749089769558625562e+01,-3.446839273528544823e+01,-3.337014962146349717e+01,-3.386742603881562985e+01,-3.638314205336642004e+01,-3.125634034795067606e+01,-1.707562464145292580e+01
8.183338362641610075e+00,-1.215781140120473225e+00,-3.106723211608650814e+01,-2.823463171905619973e+01,-2.650559523035490628e+01,-2.072365683981342954e+01,-1.902220486630519858e+01,-1.916562825604190579e+01,-1.819801344494319650e+01,-2.694911174101751072e+01,-2.644120336604507315e+01,-2.342239756247013105e+01,-2.313373930448037541e+01,-1.815015621190574535e+01,-1.687081852631601464e+01,-1.767924147022001335e+01,-2.181480459530946092e+01,-2.178538918993156415e+01,-3.068113846270929557e+01,-3.698443619925538428e+01,-4.299642674601980730e+01,-3.940098958475802249e+01,-3.525625791570963941e+01,-2.848251760812901168e+01,-1.521397762915070473e+01
